,landmark,inference_text,inference_score,landmark_bbox,match_bbox,frame,frame_num,ssocr
2,DISTANCE,,,"[[216. 798.]
 [448. 798.]
 [448. 848.]
 [216. 848.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1937.png,1937,0.28
3,SPEED,17.8,0.9977949857711792,"[[214. 431.]
 [372. 431.]
 [372. 494.]
 [214. 494.]]","[[258. 500.]
 [527. 505.]
 [524. 650.]
 [255. 644.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1937.png,1937,1-1.8
4,TIME,0.28.01:04,0.9101916551589966,"[[758. 796.]
 [882. 796.]
 [882. 856.]
 [758. 856.]]","[[ 291.  867.]
 [1018.  874.]
 [1017. 1005.]
 [ 290.  998.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1937.png,1937,01104
5,WATTS,,,"[[707. 432.]
 [879. 437.]
 [877. 503.]
 [705. 498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1937.png,1937,136
0,CADENCE,48,0.988969087600708,"[[1124.  443.]
 [1340.  443.]
 [1340.  498.]
 [1124.  498.]]","[[1182.  514.]
 [1366.  514.]
 [1366.  653.]
 [1182.  653.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1938.png,1938,48
1,CALORIES,,,"[[1093.  794.]
 [1319.  801.]
 [1317.  862.]
 [1091.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1938.png,1938,5
2,DISTANCE,,,"[[216. 798.]
 [448. 798.]
 [448. 848.]
 [216. 848.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1938.png,1938,0.28
3,SPEED,17.8,0.9978342056274414,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]","[[256. 500.]
 [527. 505.]
 [524. 650.]
 [253. 644.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1938.png,1938,1-1.8
4,TIME,0.28 01:04,0.9077392816543579,"[[758. 796.]
 [882. 796.]
 [882. 856.]
 [758. 856.]]","[[ 289.  865.]
 [1020.  872.]
 [1019. 1009.]
 [ 288. 1002.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1938.png,1938,01104
5,WATTS,136,0.9128837585449219,"[[708. 435.]
 [878. 435.]
 [878. 500.]
 [708. 500.]]","[[766. 500.]
 [990. 500.]
 [990. 651.]
 [766. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1938.png,1938,136
0,CADENCE,48,0.9811972379684448,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1188.  524.]
 [1358.  524.]
 [1358.  647.]
 [1188.  647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1939.png,1939,48
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  864.]
 [1090.  859.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1939.png,1939,5
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1939.png,1939,0.28
3,SPEED,17.8,0.9958601593971252,"[[216. 437.]
 [368. 437.]
 [368. 494.]
 [216. 494.]]","[[260. 506.]
 [525. 511.]
 [522. 648.]
 [257. 642.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1939.png,1939,1-1.8
4,TIME,,,"[[758. 791.]
 [883. 797.]
 [880. 858.]
 [755. 853.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1939.png,1939,-
5,WATTS,136,0.9785573482513428,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]","[[764. 506.]
 [992. 506.]
 [992. 649.]
 [764. 649.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1939.png,1939,136
0,CADENCE,48,0.9900038242340088,"[[1124.  447.]
 [1340.  447.]
 [1340.  502.]
 [1124.  502.]]","[[1191.  527.]
 [1355.  533.]
 [1351.  648.]
 [1187.  642.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1940.png,1940,48
1,CALORIES,,,"[[1091.  800.]
 [1322.  804.]
 [1321.  866.]
 [1090.  861.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1940.png,1940,.5
2,DISTANCE,,,"[[218. 802.]
 [448. 802.]
 [448. 852.]
 [218. 852.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1940.png,1940,0128.
3,SPEED,17.8,0.9948129057884216,"[[216. 439.]
 [368. 439.]
 [368. 496.]
 [216. 496.]]","[[264. 509.]
 [527. 515.]
 [524. 652.]
 [261. 646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1940.png,1940,1-1.8
4,TIME,,,"[[758. 802.]
 [882. 802.]
 [882. 860.]
 [758. 860.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1940.png,1940,01104
5,WATTS,136,0.9903871417045593,"[[708. 443.]
 [878. 443.]
 [878. 506.]
 [708. 506.]]","[[760. 510.]
 [994. 510.]
 [994. 651.]
 [760. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1940.png,1940,136
0,CADENCE,48,0.9915557503700256,"[[1123.  440.]
 [1340.  445.]
 [1339.  503.]
 [1122.  498.]]","[[1186.  524.]
 [1360.  524.]
 [1360.  647.]
 [1186.  647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1941.png,1941,48
1,CALORIES,,,"[[1091.  798.]
 [1322.  802.]
 [1321.  864.]
 [1090.  859.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1941.png,1941,5
2,DISTANCE,,,"[[215. 794.]
 [450. 798.]
 [449. 854.]
 [214. 849.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1941.png,1941,-
3,SPEED,17.8,0.9980796575546265,"[[216. 437.]
 [370. 437.]
 [370. 494.]
 [216. 494.]]","[[258. 505.]
 [529. 511.]
 [526. 652.]
 [255. 646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1941.png,1941,1-1.8
4,TIME,,,"[[758. 800.]
 [882. 800.]
 [882. 858.]
 [758. 858.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1941.png,1941,01104.
5,WATTS,136,0.9007436633110046,"[[708. 434.]
 [879. 442.]
 [876. 507.]
 [705. 499.]]","[[768. 508.]
 [994. 508.]
 [994. 651.]
 [768. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1941.png,1941,-
0,CADENCE,48,0.9894590377807617,"[[1124.  443.]
 [1338.  443.]
 [1338.  498.]
 [1124.  498.]]","[[1186.  518.]
 [1362.  518.]
 [1362.  651.]
 [1186.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1942.png,1942,48
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1942.png,1942,5
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1942.png,1942,0.28
3,SPEED,17.8,0.9974908828735352,"[[216. 435.]
 [368. 435.]
 [368. 492.]
 [216. 492.]]","[[258. 502.]
 [529. 507.]
 [526. 650.]
 [255. 644.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1942.png,1942,1-1.8
4,TIME,0.28.01:04,0.9003914594650269,"[[758. 796.]
 [882. 796.]
 [882. 856.]
 [758. 856.]]","[[ 291.  869.]
 [1018.  876.]
 [1017. 1007.]
 [ 290. 1000.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1942.png,1942,01104.
5,WATTS,,,"[[707. 434.]
 [879. 439.]
 [877. 503.]
 [705. 498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1942.png,1942,136_
0,CADENCE,48,0.9975958466529846,"[[1123.  438.]
 [1340.  443.]
 [1339.  499.]
 [1122.  494.]]","[[1184.  516.]
 [1364.  516.]
 [1364.  649.]
 [1184.  649.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1943.png,1943,48
1,CALORIES,,,"[[1091.  794.]
 [1320.  798.]
 [1319.  860.]
 [1090.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1943.png,1943,5
2,DISTANCE,,,"[[216. 798.]
 [448. 798.]
 [448. 848.]
 [216. 848.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1943.png,1943,0.28
3,SPEED,17.8,0.9979944825172424,"[[214. 431.]
 [374. 431.]
 [374. 494.]
 [214. 494.]]","[[258. 500.]
 [529. 505.]
 [526. 650.]
 [255. 644.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1943.png,1943,1-1.8
4,TIME,0.28 01:04,0.9029634594917297,"[[758. 796.]
 [882. 796.]
 [882. 856.]
 [758. 856.]]","[[ 289.  865.]
 [1020.  870.]
 [1019. 1007.]
 [ 288. 1002.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1943.png,1943,01104
5,WATTS,136,0.9753007888793945,"[[707. 432.]
 [879. 437.]
 [877. 503.]
 [705. 498.]]","[[764. 504.]
 [992. 504.]
 [992. 647.]
 [764. 647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1943.png,1943,136
0,CADENCE,48,0.9084994792938232,"[[1124.  445.]
 [1338.  445.]
 [1338.  500.]
 [1124.  500.]]","[[1189.  521.]
 [1357.  527.]
 [1353.  650.]
 [1185.  644.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1944.png,1944,49
1,CALORIES,,,"[[1091.  796.]
 [1322.  800.]
 [1321.  864.]
 [1090.  859.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1944.png,1944,5
2,DISTANCE,,,"[[218. 800.]
 [448. 800.]
 [448. 850.]
 [218. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1944.png,1944,0.28
3,SPEED,,,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1944.png,1944,17.2
4,TIME,0.28.01:04,0.904425323009491,"[[758. 791.]
 [883. 797.]
 [880. 858.]
 [755. 853.]]","[[ 291.  869.]
 [1018.  878.]
 [1017. 1009.]
 [ 290. 1000.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1944.png,1944,-
5,WATTS,136,0.9657508730888367,"[[709. 434.]
 [879. 439.]
 [877. 503.]
 [707. 498.]]","[[768. 508.]
 [994. 508.]
 [994. 647.]
 [768. 647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1944.png,1944,1_16
0,CADENCE,45,0.9813272356987,"[[1122.  447.]
 [1338.  447.]
 [1338.  502.]
 [1122.  502.]]","[[1191.  527.]
 [1355.  533.]
 [1351.  646.]
 [1187.  640.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1945.png,1945,49
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  866.]
 [1092.  861.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1945.png,1945,5
2,DISTANCE,,,"[[218. 802.]
 [448. 802.]
 [448. 852.]
 [218. 852.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1945.png,1945,0.28
3,SPEED,17.2,0.9990694522857666,"[[216. 439.]
 [370. 439.]
 [370. 496.]
 [216. 496.]]","[[258. 505.]
 [525. 511.]
 [522. 654.]
 [255. 648.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1945.png,1945,1-1.2
4,TIME,0.28.01:04,0.9178231358528137,"[[758. 800.]
 [882. 800.]
 [882. 860.]
 [758. 860.]]","[[ 291.  873.]
 [1022.  878.]
 [1021. 1009.]
 [ 290. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1945.png,1945,01104
5,WATTS,,,"[[708. 443.]
 [878. 443.]
 [878. 506.]
 [708. 506.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1945.png,1945,1-1_
0,CADENCE,10/20,0.9995824694633484,"[[1122.  447.]
 [1338.  447.]
 [1338.  502.]
 [1122.  502.]]","[[1518.  286.]
 [1680.  286.]
 [1680.  343.]
 [1518.  343.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1946.png,1946,49
1,CALORIES,,,"[[1093.  802.]
 [1318.  806.]
 [1317.  864.]
 [1092.  859.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1946.png,1946,5
2,DISTANCE,,,"[[216. 802.]
 [448. 802.]
 [448. 852.]
 [216. 852.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1946.png,1946,0..28
3,SPEED,281,0.9021391868591309,"[[216. 439.]
 [370. 439.]
 [370. 496.]
 [216. 496.]]","[[260. 505.]
 [523. 511.]
 [520. 654.]
 [257. 648.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1946.png,1946,1-1.2
4,TIME,0.28.01:04,0.9134570956230164,"[[758. 800.]
 [882. 800.]
 [882. 860.]
 [758. 860.]]","[[ 291.  873.]
 [1022.  880.]
 [1021. 1011.]
 [ 290. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1946.png,1946,01104
5,WATTS,,,"[[710. 445.]
 [876. 445.]
 [876. 502.]
 [710. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1946.png,1946,1-1_
0,CADENCE,,,"[[1122.  443.]
 [1338.  443.]
 [1338.  498.]
 [1122.  498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1947.png,1947,49
1,CALORIES,,,"[[1091.  794.]
 [1321.  801.]
 [1319.  862.]
 [1089.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1947.png,1947,5
2,DISTANCE,,,"[[213. 792.]
 [450. 796.]
 [449. 852.]
 [212. 847.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1947.png,1947,-
3,SPEED,18.2,0.9949753880500793,"[[214. 435.]
 [370. 435.]
 [370. 492.]
 [214. 492.]]","[[257. 499.]
 [524. 507.]
 [519. 654.]
 [253. 646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1947.png,1947,17.2
4,TIME,0.28.01:04,0.9157944917678833,"[[758. 794.]
 [882. 794.]
 [882. 856.]
 [758. 856.]]","[[ 292.  872.]
 [1022.  872.]
 [1022. 1003.]
 [ 292. 1003.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1947.png,1947,01104
5,WATTS,143,0.9812605977058411,"[[707. 432.]
 [879. 437.]
 [877. 503.]
 [705. 498.]]","[[ 756.  514.]
 [1066.  514.]
 [1066.  645.]
 [ 756.  645.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1947.png,1947,1-1__
0,CADENCE,49,0.9986116290092468,"[[1124.  443.]
 [1340.  443.]
 [1340.  498.]
 [1124.  498.]]","[[1184.  518.]
 [1362.  518.]
 [1362.  649.]
 [1184.  649.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1948.png,1948,49
1,CALORIES,,,"[[1092.  798.]
 [1320.  798.]
 [1320.  860.]
 [1092.  860.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1948.png,1948,5
2,DISTANCE,,,"[[216. 798.]
 [448. 798.]
 [448. 848.]
 [216. 848.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1948.png,1948,0.28
3,SPEED,18.2,0.9972269535064697,"[[214. 431.]
 [374. 431.]
 [374. 494.]
 [214. 494.]]","[[258. 501.]
 [523. 507.]
 [520. 652.]
 [255. 646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1948.png,1948,18.2
4,TIME,,,"[[758. 794.]
 [882. 794.]
 [882. 856.]
 [758. 856.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1948.png,1948,01104
5,WATTS,,,"[[707. 432.]
 [879. 437.]
 [877. 503.]
 [705. 498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1948.png,1948,1-13
0,CADENCE,49,0.9799580574035645,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1190.  524.]
 [1356.  524.]
 [1356.  647.]
 [1190.  647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1949.png,1949,49
1,CALORIES,,,"[[1093.  796.]
 [1319.  803.]
 [1317.  864.]
 [1091.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1949.png,1949,5
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1949.png,1949,0.28
3,SPEED,18.2,0.997123122215271,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]","[[258. 503.]
 [523. 509.]
 [520. 654.]
 [255. 648.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1949.png,1949,18.2
4,TIME,0.28.01:04,0.9329239726066589,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 291.  869.]
 [1016.  878.]
 [1015. 1009.]
 [ 290. 1000.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1949.png,1949,01104
5,WATTS,,,"[[707. 434.]
 [879. 439.]
 [877. 503.]
 [705. 498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1949.png,1949,1111-13_
0,CADENCE,49,0.986013650894165,"[[1123.  442.]
 [1340.  447.]
 [1339.  505.]
 [1122.  500.]]","[[1188.  526.]
 [1358.  526.]
 [1358.  647.]
 [1188.  647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1950.png,1950,_49
1,CALORIES,,,"[[1093.  800.]
 [1321.  807.]
 [1319.  864.]
 [1091.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1950.png,1950,5
2,DISTANCE,,,"[[215. 794.]
 [450. 798.]
 [449. 854.]
 [214. 849.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1950.png,1950,-
3,SPEED,18.2,0.9962975382804871,"[[216. 437.]
 [370. 437.]
 [370. 494.]
 [216. 494.]]","[[262. 505.]
 [525. 511.]
 [522. 656.]
 [259. 650.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1950.png,1950,18.2
4,TIME,0.28.01:04,0.9253719449043274,"[[760. 798.]
 [882. 798.]
 [882. 860.]
 [760. 860.]]","[[ 291.  873.]
 [1022.  878.]
 [1021. 1009.]
 [ 290. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1950.png,1950,01104
5,WATTS,,,"[[709. 436.]
 [879. 441.]
 [877. 505.]
 [707. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1950.png,1950,11-13
0,CADENCE,49,0.9815915822982788,"[[1123.  442.]
 [1340.  447.]
 [1339.  503.]
 [1122.  498.]]","[[1186.  526.]
 [1358.  526.]
 [1358.  649.]
 [1186.  649.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1951.png,1951,49
1,CALORIES,,,"[[1091.  798.]
 [1322.  802.]
 [1321.  864.]
 [1090.  859.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1951.png,1951,5
2,DISTANCE,,,"[[215. 794.]
 [450. 798.]
 [449. 854.]
 [214. 849.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1951.png,1951,-
3,SPEED,18.2,0.9952329397201538,"[[216. 437.]
 [370. 437.]
 [370. 494.]
 [216. 494.]]","[[260. 505.]
 [525. 511.]
 [522. 656.]
 [257. 650.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1951.png,1951,18.2
4,TIME,0.28.01:04,0.9035636186599731,"[[760. 798.]
 [882. 798.]
 [882. 860.]
 [760. 860.]]","[[ 291.  873.]
 [1024.  878.]
 [1023. 1009.]
 [ 290. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1951.png,1951,01104
5,WATTS,,,"[[710. 441.]
 [878. 441.]
 [878. 504.]
 [710. 504.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1951.png,1951,11-13
0,CADENCE,49,0.9997857809066772,"[[1122.  443.]
 [1338.  443.]
 [1338.  498.]
 [1122.  498.]]","[[1186.  520.]
 [1360.  520.]
 [1360.  651.]
 [1186.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1952.png,1952,49
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1952.png,1952,5
2,DISTANCE,,,"[[213. 792.]
 [450. 796.]
 [449. 852.]
 [212. 847.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1952.png,1952,-
3,SPEED,18.2,0.998005747795105,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]","[[259. 501.]
 [522. 509.]
 [517. 654.]
 [254. 646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1952.png,1952,18.2
4,TIME,0.28.01:04,0.9098954200744629,"[[758. 796.]
 [882. 796.]
 [882. 856.]
 [758. 856.]]","[[ 290.  872.]
 [1014.  872.]
 [1014. 1003.]
 [ 290. 1003.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1952.png,1952,01104.
5,WATTS,,,"[[708. 437.]
 [878. 437.]
 [878. 500.]
 [708. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1952.png,1952,11-13_
0,CADENCE,49,0.9997105598449707,"[[1124.  443.]
 [1338.  443.]
 [1338.  498.]
 [1124.  498.]]","[[1186.  520.]
 [1360.  520.]
 [1360.  651.]
 [1186.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1953.png,1953,49
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  858.]
 [1092.  853.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1953.png,1953,5.-
2,DISTANCE,,,"[[213. 792.]
 [450. 796.]
 [449. 852.]
 [212. 847.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1953.png,1953,-
3,SPEED,18.2,0.9960525035858154,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]","[[259. 501.]
 [523. 509.]
 [519. 654.]
 [255. 646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1953.png,1953,18.2
4,TIME,,,"[[758. 796.]
 [882. 796.]
 [882. 856.]
 [758. 856.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1953.png,1953,01104
5,WATTS,,,"[[708. 437.]
 [878. 437.]
 [878. 500.]
 [708. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1953.png,1953,11-13
0,CADENCE,10/20,0.9995444416999817,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1518.  284.]
 [1680.  284.]
 [1680.  341.]
 [1518.  341.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1954.png,1954,49
1,CALORIES,,,"[[1093.  798.]
 [1319.  805.]
 [1317.  862.]
 [1091.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1954.png,1954,5
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1954.png,1954,0.28
3,SPEED,18.2,0.9957841038703918,"[[213. 432.]
 [371. 437.]
 [369. 497.]
 [211. 492.]]","[[260. 503.]
 [523. 509.]
 [520. 654.]
 [257. 648.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1954.png,1954,118.2
4,TIME,,,"[[758. 791.]
 [883. 797.]
 [880. 858.]
 [755. 853.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1954.png,1954,-
5,WATTS,,,"[[707. 434.]
 [879. 439.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1954.png,1954,11-13
0,CADENCE,49,0.9965828657150269,"[[1121.  442.]
 [1338.  447.]
 [1337.  505.]
 [1120.  500.]]","[[1186.  526.]
 [1358.  526.]
 [1358.  647.]
 [1186.  647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1955.png,1955,49
1,CALORIES,,,"[[1091.  798.]
 [1321.  805.]
 [1319.  866.]
 [1089.  859.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1955.png,1955,5
2,DISTANCE,,,"[[216. 798.]
 [450. 798.]
 [450. 854.]
 [216. 854.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1955.png,1955,-
3,SPEED,18.2,0.994444727897644,"[[215. 434.]
 [371. 439.]
 [369. 499.]
 [213. 494.]]","[[262. 505.]
 [523. 511.]
 [520. 656.]
 [259. 650.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1955.png,1955,18.2
4,TIME,,,"[[758. 800.]
 [882. 800.]
 [882. 858.]
 [758. 858.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1955.png,1955,0110_.
5,WATTS,,,"[[708. 441.]
 [878. 441.]
 [878. 504.]
 [708. 504.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1955.png,1955,11-13
0,CADENCE,49,0.9943596124649048,"[[1121.  442.]
 [1340.  447.]
 [1339.  505.]
 [1120.  500.]]","[[1186.  526.]
 [1358.  526.]
 [1358.  647.]
 [1186.  647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1956.png,1956,49
1,CALORIES,,,"[[1093.  802.]
 [1318.  806.]
 [1317.  862.]
 [1092.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1956.png,1956,5.
2,DISTANCE,,,"[[216. 798.]
 [450. 798.]
 [450. 854.]
 [216. 854.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1956.png,1956,-
3,SPEED,18.2,0.9959492087364197,"[[215. 434.]
 [371. 439.]
 [369. 499.]
 [213. 494.]]","[[262. 505.]
 [523. 511.]
 [520. 656.]
 [259. 650.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1956.png,1956,18.2
4,TIME,0.28.01:05,0.9138270616531372,"[[760. 800.]
 [882. 800.]
 [882. 858.]
 [760. 858.]]","[[ 291.  873.]
 [1012.  878.]
 [1011. 1009.]
 [ 290. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1956.png,1956,0110_.
5,WATTS,,,"[[709. 438.]
 [877. 443.]
 [875. 503.]
 [707. 498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1956.png,1956,11-13
0,CADENCE,49,0.9692961573600769,"[[1120.  443.]
 [1336.  443.]
 [1336.  498.]
 [1120.  498.]]","[[1188.  524.]
 [1356.  524.]
 [1356.  647.]
 [1188.  647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1957.png,1957,49
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1957.png,1957,5
2,DISTANCE,,,"[[213. 792.]
 [450. 796.]
 [449. 852.]
 [212. 847.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1957.png,1957,-
3,SPEED,18.2,0.9557937979698181,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]","[[258. 503.]
 [523. 509.]
 [520. 654.]
 [255. 648.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1957.png,1957,18.2
